"SPY.Open","SPY.High","SPY.Low","SPY.Close","SPY.Volume","SPY.Adjusted"
209.880004882812,210.350006103516,207.619995117188,208.460006713867,161304900,173.404937744141
209.399993896484,210.770004272461,209.279998779297,210.720001220703,103399700,175.28483581543
211.229995727539,212.020004272461,211.100006103516,211.320007324219,70927200,175.783905029297
211.029998779297,211.460006713867,208.729995727539,208.899993896484,113326200,173.770889282227
209.559997558594,209.929992675781,206.759994506836,208.039993286133,135060200,173.05549621582
207.919998168945,209.380004882812,207.520004272461,208.869995117188,88244900,173.745880126953
210.880004882812,211.860000610352,210.779998779297,211.619995117188,155877300,176.033447265625
211.570007324219,211.889999389648,210.520004272461,210.610000610352,75708100,175.193359375
209.610000610352,210.630004882812,208.619995117188,209.979995727539,119727600,174.669281005859
210.470001220703,211.220001220703,209.740005493164,210.020004272461,94667900,174.702514648438
211.240005493164,212.320007324219,210.910003662109,212.210006713867,95934000,176.524276733398
212.440002441406,212.610000610352,211.860000610352,212.440002441406,76510100,176.715576171875
212.240005493164,213.399993896484,212.160003662109,213.100006103516,74549700,177.264587402344
213.240005493164,213.570007324219,212.690002441406,213.029998779297,72114600,177.206390380859
213.149993896484,213.779998779297,212.5,212.880004882812,76857500,177.081619262695
